trial_id,label,pred_score,pred_probability,age_match,condition_match,entity_count,ml_score,umls_match
13463469,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
48930752,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
29385574,0,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
36778245,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
53740345,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
37393107,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
30327852,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
44588920,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
94834892,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
80439564,0,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
99965307,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
4868636,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
48372034,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
8839544,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
10810570,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
9296010,0,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
85356407,0,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
4886318,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
67169614,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
78389868,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
41419290,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
14567698,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
34864459,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
84990908,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
35663525,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
97039149,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
3454981,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
88645722,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
22803762,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
94621922,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
30906935,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
50367221,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
53504986,2,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
68328456,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
29535028,1,82,0.4188717007637024,0.0,2.0999999999999996,0.0,0.1256615102291107,0.0
34164248,0,76,0.21794284880161285,0.0,2.8,0.0,0.06538285464048385,0.0
48215539,0,76,0.21794284880161285,0.0,2.8,0.0,0.06538285464048385,0.0
45228524,2,76,0.21794284880161285,0.0,2.8,0.0,0.06538285464048385,0.0
64209879,0,76,0.21794284880161285,0.0,2.8,0.0,0.06538285464048385,0.0
27265742,0,76,0.21794284880161285,0.0,2.8,0.0,0.06538285464048385,0.0
18276616,0,3,0.12088721245527267,0.0,0.0,0.0,0.0362661637365818,0.0
44917937,1,3,0.12088721245527267,0.0,0.0,0.0,0.0362661637365818,0.0
37539922,0,3,0.12088721245527267,0.0,0.0,0.0,0.0362661637365818,0.0
47956711,0,3,0.12088721245527267,0.0,0.0,0.0,0.0362661637365818,0.0
64178783,0,78,0.2715851068496704,0.0,2.0999999999999996,0.0,0.08147553205490111,0.0
99782839,1,78,0.2715851068496704,0.0,2.0999999999999996,0.0,0.08147553205490111,0.0
10587151,0,78,0.2715851068496704,0.0,2.0999999999999996,0.0,0.08147553205490111,0.0
